City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,sola,-13.8833,167.55,27.87,74,49,3.18,VU,1706655539
280,namtsy,62.7161,129.6658,-33.44,95,100,0.86,RU,1706655539
281,essaouira,31.5125,-9.77,15.72,41,100,1.54,MA,1706655539
282,denia,38.8408,0.1057,13.25,89,100,0.45,ES,1706655539
283,kashgar,39.4547,75.9797,-3.44,63,40,3.0,CN,1706655539
284,kuchinarai,16.541,104.05,21.67,71,17,1.43,TH,1706655539
285,chul'man,56.8479,124.9104,-41.04,100,100,1.11,RU,1706655539
286,crane,31.3974,-102.3501,19.24,27,43,2.71,US,1706655540
287,madang,-5.2246,145.7966,27.73,77,100,2.14,PG,1706655540
288,saudarkrokur,65.7461,-19.6394,-4.71,86,100,5.13,IS,1706655437
289,selfoss,63.9331,-20.9971,-2.2,66,100,10.95,IS,1706655540
290,bundu,23.1833,85.5833,16.1,46,95,1.19,IN,1706655540
291,galveston,29.3669,-94.9669,23.06,50,100,2.24,US,1706655540
292,slaton,33.4373,-101.6435,20.42,25,69,0.92,US,1706655516
293,arawa,-6.2132,155.5367,29.53,73,100,0.92,PG,1706655540
294,impfondo,1.6381,18.0667,24.11,41,100,1.09,CG,1706655541
295,bikenibeu village,1.3673,173.1241,28.98,79,75,2.57,KI,1706655541
296,tiksi,71.6872,128.8694,-27.57,98,43,2.12,RU,1706655541
297,charters towers,-20.1,146.2667,31.98,54,79,2.06,AU,1706655541
298,princeville,45.7668,-61.2985,-5.18,85,2,3.12,CA,1706655541
299,manta,-0.95,-80.7333,27.78,74,75,5.81,EC,1706655541
300,alofi,-19.0595,-169.9187,27.92,87,99,6.97,NU,1706655542
301,papao,-17.75,-149.55,29.81,84,68,3.44,PF,1706655524
302,auki,-8.7676,160.7034,26.13,88,100,4.62,SB,1706655542
303,yellowknife,62.456,-114.3525,-10.33,100,100,4.63,CA,1706655542
304,san luis de la loma,17.2706,-100.8939,28.19,62,100,1.78,MX,1706655542
305,morehead city,34.7229,-76.726,9.03,77,0,3.6,US,1706655542
306,norfolk county,42.1668,-71.2495,-2.21,80,100,2.57,US,1706655524
307,el nido,11.1858,119.3956,25.73,72,73,2.71,PH,1706655543
308,beauvais,49.4167,2.0,6.46,76,100,2.06,FR,1706655543
309,udachny,66.4167,112.4,-23.91,99,99,1.59,RU,1706655543
310,soledade,-28.8183,-52.5103,19.15,83,39,1.43,BR,1706655543
311,tvoroyri,61.5556,-6.8111,6.93,92,100,11.71,FO,1706655544
312,ust-tsilma,65.441,52.1498,-4.66,91,75,3.58,RU,1706655544
313,oppdal,62.5943,9.6912,-6.11,45,29,5.23,NO,1706655544
314,miles city,46.4083,-105.8406,11.54,58,0,0.0,US,1706655544
315,cerro azul,21.2,-97.7333,19.39,73,100,2.45,MX,1706655544
316,juneau,58.3019,-134.4197,3.0,90,100,3.09,US,1706655545
317,porto murtinho,-21.6989,-57.8825,25.88,68,60,1.46,BR,1706655545
318,coahuayana de hidalgo,18.7,-103.6583,27.42,67,100,2.3,MX,1706655545
319,viedma,-40.8135,-62.9967,27.23,47,58,6.84,AR,1706655518
320,kingston,17.997,-76.7936,28.53,78,20,5.14,JM,1706654989
321,siddipet,18.1,78.85,18.43,58,10,3.9,IN,1706655545
322,beloyarskiy,63.7119,66.6722,-15.0,93,100,4.02,RU,1706655546
323,bonthe,7.5264,-12.505,26.37,84,45,3.27,SL,1706655546
324,acarau,-2.8856,-40.12,27.38,82,3,6.43,BR,1706655546
325,peace river,56.2501,-117.286,10.17,43,20,15.95,CA,1706655546
326,cabedelo,-6.9811,-34.8339,27.37,74,5,5.54,BR,1706655546
327,mabaruma,8.2,-59.7833,24.95,85,75,2.14,GY,1706655547
328,kristiansund,63.1115,7.732,1.36,51,73,0.0,NO,1706655547
329,madera,37.1666,-119.8343,24.73,41,89,2.26,US,1706655547
330,montepuez,-13.1256,38.9997,20.39,96,97,0.21,MZ,1706655547
331,sao paulo de olivenca,-3.3783,-68.8725,25.46,93,100,0.42,BR,1706655547
332,geraldton,-28.7667,114.6,21.23,83,0,3.6,AU,1706655421
333,boguchar,49.9358,40.545,-4.08,94,94,2.67,RU,1706655548
334,san julian,21.0167,-102.1667,21.42,21,100,1.44,MX,1706655548
335,palmares do sul,-30.2578,-50.5097,21.41,77,2,3.82,BR,1706655548
336,otaci,48.43,27.7939,-0.79,76,44,2.1,MD,1706655548
337,narasannapeta,18.4167,84.05,19.2,81,33,1.34,IN,1706655548
338,port alfred,-33.5906,26.891,21.77,92,100,1.66,ZA,1706655549
339,brisas de zicatela,15.8369,-97.0419,27.0,70,1,2.88,MX,1706655549
340,owen sound,44.5672,-80.9435,1.09,95,100,1.34,CA,1706655549
341,jayapura,-2.5333,140.7,27.66,85,100,0.97,ID,1706655549
342,tura,25.5198,90.2201,12.84,51,0,1.29,IN,1706655549
343,mukdahan,16.5833,104.5,19.96,78,21,1.04,TH,1706655550
344,nola,40.922,14.5329,9.92,83,1,1.13,IT,1706655299
345,sungai penuh,-2.0833,101.3833,18.32,96,100,1.51,ID,1706655550
346,lompoc,34.6391,-120.4579,23.21,60,0,2.57,US,1706655550
347,torghay,49.6339,63.4981,-17.03,97,75,2.83,KZ,1706655538
348,ghanzi,-21.5667,21.7833,21.12,79,100,3.42,BW,1706655550
349,taltal,-25.4,-70.4833,22.0,77,23,3.35,CL,1706655551
350,ponce,18.073,-66.6185,26.06,82,47,0.88,PR,1706655551
351,tromso,69.6496,18.957,3.01,87,100,19.55,NO,1706655361
352,wickenburg,33.9686,-112.7296,23.99,24,0,2.55,US,1706655551
353,mhamid,29.82,-5.72,14.21,37,68,3.9,MA,1706655423
354,turpan,42.9333,89.1667,-1.32,47,100,0.69,CN,1706655552
355,vernon,50.2581,-119.2691,8.67,88,100,0.51,CA,1706655552
356,vorkuta,67.5,64.0,-12.93,95,100,4.4,RU,1706655552
357,leo,11.1,-2.1,24.48,16,74,3.44,BF,1706655552
358,shimoda,34.6667,138.95,5.61,63,4,3.08,JP,1706655552
359,watford city,47.8022,-103.2832,10.92,66,0,3.09,US,1706655552
360,singkil,-7.9855,111.4161,24.21,93,92,0.53,ID,1706655553
361,la gi,10.6667,107.7833,21.9,86,88,3.8,VN,1706655553
362,labytnangi,66.6572,66.4183,-15.64,97,100,2.45,RU,1706655553
363,segezha,63.7415,34.3222,-0.96,79,71,5.59,RU,1706655553
364,pandan,14.0453,124.1694,25.29,80,96,7.46,PH,1706655553
365,maxixe,-23.8597,35.3472,23.46,85,0,3.3,MZ,1706655553
366,laguna,38.421,-121.4238,23.9,61,0,6.17,US,1706655554
367,piti village,13.4626,144.6933,27.61,62,0,5.14,GU,1706655554
368,rondonopolis,-16.4708,-54.6356,26.79,65,81,1.59,BR,1706655554
369,canacona,14.9959,74.0506,21.81,70,29,1.85,IN,1706655554
370,yanykurgan,43.915,67.2481,-5.03,93,100,5.87,KZ,1706655554
371,al kharj,24.155,47.3346,20.32,49,100,3.2,SA,1706655555
372,luorong,24.4058,109.6086,13.39,97,100,0.65,CN,1706655555
373,goth radhan,27.1833,67.95,18.01,29,100,3.14,PK,1706655555
374,bayanhongor,46.7167,100.1167,-26.1,80,3,1.9,MN,1706655555
375,albesti,47.7,27.0667,-1.75,84,16,2.66,RO,1706655555
376,vilyuchinsk,52.9306,158.4028,-14.48,73,98,3.05,RU,1706655556
377,gamba,-2.65,10.0,26.47,88,100,2.01,GA,1706655556
378,amga,60.8953,131.9608,-33.46,98,100,0.57,RU,1706655556
379,trincomalee,8.5711,81.2335,26.44,83,19,4.57,LK,1706655556
380,leh,34.1667,77.5833,-6.5,86,100,2.05,IN,1706655556
381,berezovyy,51.6667,135.7,-25.54,93,53,1.28,RU,1706655557
382,murzuq,25.9155,13.9184,8.68,47,0,4.66,LY,1706655557
383,ingeniero jacobacci,-41.3427,-69.5448,26.65,17,0,9.42,AR,1706655557
384,utrik,11.2278,169.8474,26.15,75,100,9.48,MH,1706655557
385,necochea,-38.5473,-58.7368,21.67,84,5,3.25,AR,1706655262
386,khorinsk,52.1657,109.7726,-33.39,99,52,0.55,RU,1706655558
387,senador jose porfirio,-2.5908,-51.9542,26.51,79,99,1.63,BR,1706655558
388,kijang,35.2442,129.2139,4.85,75,100,1.77,KR,1706655558
389,atar,20.5169,-13.0499,19.59,11,0,3.42,MR,1706655558
390,ancud,-41.8697,-73.8203,16.29,83,68,2.91,CL,1706655558
391,brookings,44.3114,-96.7984,7.0,70,0,3.6,US,1706655559
392,el granada,37.5027,-122.4694,22.14,66,75,5.14,US,1706655559
393,quimili,-27.6333,-62.4167,35.29,19,0,5.93,AR,1706655559
394,concepcion,-36.827,-73.0498,24.89,44,0,7.72,CL,1706655559
395,hobyo,5.3505,48.5268,25.0,75,88,6.93,SO,1706655559
396,fortuna,40.5982,-124.1573,19.81,51,75,11.83,US,1706655559
397,grand falls-windsor,48.9332,-55.6649,-14.16,81,29,0.67,CA,1706655560
398,urzhar,47.093,81.6294,-8.12,97,100,1.03,KZ,1706655560
399,qarqaraly,49.4058,75.4742,-14.72,93,100,3.6,KZ,1706655560
400,labuan,5.2767,115.2417,27.2,88,20,2.68,MY,1706655560
401,andergrove,-21.0833,149.1833,28.37,80,99,1.44,AU,1706655560
402,shache,38.4167,77.2406,-2.51,54,100,1.02,CN,1706655560
403,cooma,-36.2333,149.1333,16.57,66,21,1.18,AU,1706655560
404,jamaame,0.0697,42.745,26.03,85,96,5.02,SO,1706655561
405,barclayville,4.6797,-8.2339,26.32,84,74,2.29,LR,1706655561
406,ponta delgada,37.7333,-25.6667,15.4,88,75,4.63,PT,1706655561
407,kuching,1.55,110.3333,25.57,98,40,0.0,MY,1706655561
408,fushun,41.8558,123.9233,-12.16,94,100,3.33,CN,1706655562
409,taro,-8.3862,115.28,21.03,89,80,0.59,ID,1706655562
410,paoua,7.2427,16.4406,22.22,20,11,2.25,CF,1706655562
411,bathsheba,13.2167,-59.5167,26.25,84,9,5.12,BB,1706655562
412,ciudad bolivar,8.1222,-63.5497,33.19,40,99,4.1,VE,1706655562
413,monte alegre,-2.0078,-54.0692,26.77,77,60,1.59,BR,1706655562
414,parabel',58.6978,81.4825,-14.49,94,100,4.47,RU,1706655563
415,wissembourg,49.0371,7.9455,9.79,88,49,2.04,FR,1706655563
416,agat village,13.3886,144.6585,27.64,63,0,5.14,GU,1706655563
417,las heras,-46.5419,-68.9359,22.82,31,55,13.19,AR,1706655522
418,georgievka,49.3314,81.5761,-15.15,84,100,3.96,KZ,1706655563
419,purpe,64.4803,76.6897,-22.94,96,11,6.0,RU,1706655563
420,asuncion nochixtlan,17.4667,-97.2333,16.87,44,88,4.03,MX,1706655563
421,pacific grove,36.6177,-121.9166,17.44,84,0,5.81,US,1706655564
422,pechora,65.1472,57.2244,-4.52,97,100,1.79,RU,1706655564
423,humaita,-7.5061,-63.0208,26.99,81,92,1.47,BR,1706655564
424,machico,32.7,-16.7667,18.89,81,20,2.06,PT,1706655564
425,namibe,-15.1961,12.1522,24.86,76,30,3.26,AO,1706655564
426,shizunai-furukawacho,42.3339,142.3669,-1.54,59,88,1.83,JP,1706655565
427,cobija,-11.0267,-68.7692,27.1,100,75,1.54,BO,1706655565
428,alice springs,-23.7,133.8833,32.34,20,95,8.75,AU,1706655565
429,grand-bassam,5.2118,-3.7388,28.98,82,16,3.39,CI,1706655565
430,skiathos,39.1623,23.4909,4.98,65,100,15.73,GR,1706655565
431,dryden,49.7833,-92.7503,-0.84,93,100,4.63,CA,1706655566
432,nago,26.5881,127.9761,22.47,75,63,4.25,JP,1706655566
433,eforie sud,44.0229,28.6494,-3.55,72,76,4.44,RO,1706655566
434,sumbe,-11.2061,13.8437,26.84,89,46,3.36,AO,1706655566
435,bardai,11.65,7.2333,20.18,20,65,5.42,NG,1706655566
436,cockburn town,21.4612,-71.1419,23.69,58,5,5.11,TC,1706655566
437,santo antonio,-6.3106,-35.4789,26.08,77,4,4.52,BR,1706655567
438,kiruna,67.8557,20.2251,-0.49,64,100,9.26,SE,1706655567
439,sinabang,2.4803,96.3801,26.58,83,85,1.5,ID,1706655567
440,mili,6.0815,171.735,26.9,81,99,2.91,MH,1706655567
441,san juan,-31.5375,-68.5364,29.99,39,49,11.81,AR,1706655567
442,port moresby,-9.4431,147.1797,28.68,79,40,2.57,PG,1706655568
443,aktau,43.65,51.2,-9.68,68,89,7.31,KZ,1706655568
444,tulum,20.2167,-87.4667,23.01,62,13,1.37,MX,1706655480
445,hasaki,35.7333,140.8333,3.22,67,44,2.26,JP,1706655568
446,usinsk,65.9939,57.5281,-3.85,97,100,3.13,RU,1706655568
447,herkimer,43.0256,-74.986,-0.45,92,100,2.82,US,1706655569
448,bereznik,62.8551,42.7072,-2.22,91,40,3.54,RU,1706655569
449,ujar,40.519,47.6542,3.1,85,100,1.15,AZ,1706655569
450,bodo,67.28,14.405,6.54,71,75,17.49,NO,1706655569
451,nova vicosa,-17.8919,-39.3719,26.27,84,84,5.73,BR,1706655569
452,kuraymah,18.55,31.85,15.09,32,39,6.34,SD,1706655570
453,phillip island,-38.4835,145.231,19.23,67,37,5.91,AU,1706655570
454,diego de almagro,-26.3667,-70.05,26.31,39,0,4.26,CL,1706655570
455,liangxiang,39.7319,116.14,-1.89,61,90,2.36,CN,1706655570
456,east aurora,42.7678,-78.6134,2.71,82,100,2.7,US,1706655570
457,jetalsar,21.7,70.5833,18.99,85,72,2.13,IN,1706655571
458,dalbandin,28.8947,64.4101,12.72,39,37,3.22,PK,1706655571
459,astrakhan,46.3497,48.0408,-5.05,100,100,7.15,RU,1706655571
460,pasuquin,18.3328,120.6177,17.97,94,20,0.51,PH,1706655571
461,virrat,62.2476,23.78,0.5,99,100,3.04,FI,1706655571
462,presidente olegario,-18.4178,-46.4181,22.15,62,88,0.85,BR,1706655316
463,khovd,48.0056,91.6419,-21.64,97,95,0.28,MN,1706655572
464,mpanda,-6.3655,31.0409,17.94,97,100,1.28,TZ,1706655572
465,ust'-kulom,61.6864,53.6902,-2.99,89,99,5.06,RU,1706655572
466,cianorte,-23.6633,-52.605,24.97,42,38,2.32,BR,1706655338
467,sisimiut,66.9395,-53.6735,-20.93,75,100,8.39,GL,1706655572
468,launceston,-41.45,147.1667,17.67,63,79,1.03,AU,1706655287
469,mahina,-17.5065,-149.489,29.86,74,82,2.05,PF,1706655573
470,fort mcmurray,56.7268,-111.381,11.77,43,0,8.75,CA,1706655573
471,daru,-9.0763,143.2092,27.34,84,100,4.94,PG,1706655573
472,banganapalle,15.3167,78.2333,19.06,72,6,2.0,IN,1706655573
473,fisterra,42.9049,-9.2629,10.42,76,98,1.22,ES,1706655573
474,shalqar,47.8333,59.6,-7.29,95,100,5.84,KZ,1706655574
475,fort st. john,56.2499,-120.8529,8.94,40,20,10.8,CA,1706655303
476,mawlamyinegyunn,16.3833,95.2667,20.03,58,0,2.01,MM,1706655574
477,yumaguzino,52.9041,56.3933,-9.53,96,99,1.53,RU,1706655574
478,bangassou,4.7413,22.8184,22.6,42,96,1.01,CF,1706655574
479,kone,-21.0595,164.8658,28.07,68,92,0.42,NC,1706655574
480,vigan,17.5747,120.3869,21.26,73,8,2.4,PH,1706655574
481,taoudenni,22.6783,-3.9836,19.6,19,0,5.41,ML,1706655575
482,la ronge,55.1001,-105.2842,10.14,53,40,6.69,CA,1706655575
483,luderitz,-26.6481,15.1594,18.87,85,2,4.15,NA,1706655575
484,jiuquan,39.7432,98.5174,-7.14,48,99,2.51,CN,1706655575
485,funafuti,-8.5243,179.1942,32.0,70,75,5.14,TV,1706655575
486,kruisfontein,-34.0033,24.7314,18.82,86,100,2.42,ZA,1706655576
487,talovskiy,51.1144,40.73,-3.23,97,99,2.25,RU,1706655576
488,ta`u,-14.2336,-169.5144,29.01,74,93,3.78,AS,1706655576
489,pirenopolis,-15.8525,-48.9592,26.27,84,91,1.23,BR,1706655576
490,samaniego,1.3385,-77.5957,24.84,95,98,1.51,CO,1706655576
491,wuhan,30.5833,114.2667,8.05,87,99,2.12,CN,1706655576
492,holualoa,19.6228,-155.9522,25.86,83,100,6.17,US,1706655541
493,tual,-5.6667,132.75,28.73,77,100,7.07,ID,1706655577
494,barah,13.7,30.3667,16.1,20,36,5.49,SD,1706655577
495,howard springs,-12.497,131.047,27.95,91,85,2.79,AU,1706655577
496,prainha,-1.8,-53.48,27.75,68,80,1.41,BR,1706655578
497,crixas,-14.5489,-49.9692,24.16,85,99,1.59,BR,1706655578
498,sao felix do xingu,-6.6447,-51.995,23.86,92,52,1.06,BR,1706655578
499,grandola,38.1772,-8.5668,14.64,80,98,2.94,PT,1706655578
500,sarkand,45.41,79.9186,-3.91,88,100,1.17,KZ,1706655578
501,hungund,16.0667,76.05,20.79,43,13,1.74,IN,1706655579
502,karaton,-6.3424,106.1045,23.9,90,100,0.32,ID,1706655579
503,santiago de cao,-7.9589,-79.2392,25.07,83,40,3.6,PE,1706655579
504,kolonia,50.9333,6.95,8.87,77,100,4.12,DE,1706655579
505,erenhot,43.6475,111.9767,-22.34,97,20,1.49,CN,1706655579
506,san andres,12.5847,-81.7006,29.01,65,20,5.14,CO,1706655580
507,lakatoro,-16.0999,167.4164,28.88,72,56,1.28,VU,1706655580
508,guerrero negro,27.9769,-114.0611,21.96,39,0,4.65,MX,1706655580
509,port saint john's,-31.6229,29.5448,23.11,91,100,2.16,ZA,1706655580
510,askoy,60.4092,5.226,2.09,100,75,2.57,NO,1706655580
511,horta,38.5333,-28.6333,14.45,88,51,2.24,PT,1706655580
512,ghadamis,30.1337,9.5007,11.11,48,48,4.24,LY,1706655581
513,tubarjal,30.4999,38.216,7.74,52,4,3.7,SA,1706655581
514,zhongshu,24.5167,103.7667,6.88,96,37,2.22,CN,1706655581
515,piui,-20.4653,-45.9581,23.97,45,76,1.2,BR,1706655581
516,salym,60.0625,71.4789,-16.12,96,96,3.05,RU,1706655581
517,otaki,-40.7583,175.15,22.19,69,51,4.02,NZ,1706655581
518,birjand,32.8663,59.2211,6.26,45,75,2.06,IR,1706655582
519,hexham,54.9699,-2.104,5.28,85,35,5.46,GB,1706655582
520,yaren,-0.5472,166.916,28.84,72,89,5.31,NR,1706655582
521,filingue,14.3521,3.3168,22.02,17,27,4.76,NE,1706655582
522,svetlyy,54.675,20.1347,3.03,78,100,5.34,RU,1706655582
523,adrar,20.5022,-10.0711,17.34,12,0,4.64,MR,1706655582
524,kodarma,24.4667,85.6,11.89,57,63,0.78,IN,1706655583
525,dapa,9.7594,126.0531,26.21,84,100,6.95,PH,1706655583
526,wanning,18.8003,110.3967,20.21,91,100,0.7,CN,1706655583
527,ghat,24.9647,10.1728,10.32,44,0,2.4,LY,1706655288
528,shingu,33.7333,135.9833,9.61,82,96,1.06,JP,1706655583
529,illizi,26.4833,8.4667,9.89,42,0,7.03,DZ,1706655583
530,eagle point,42.4726,-122.8028,22.52,38,56,3.58,US,1706655583
531,lata,40.1629,-8.3327,11.62,78,95,2.04,PT,1706655584
532,kayenta,36.7278,-110.2546,10.08,46,0,1.56,US,1706655584
533,lessines,50.711,3.8358,7.25,87,75,2.57,BE,1706655584
534,davydovka,51.1578,39.4292,-1.6,94,100,2.32,RU,1706655584
535,kavaratti,10.5669,72.642,27.33,68,64,2.88,IN,1706655584
536,luuq,3.7938,42.5445,28.64,48,41,5.97,SO,1706655584
537,cascais,38.6979,-9.4215,16.14,87,97,6.71,PT,1706655458
538,katsuura,35.1333,140.3,10.33,64,6,3.0,JP,1706655584
539,notodden,59.5594,9.2585,-9.48,94,41,1.77,NO,1706655585
540,metlili chaamba,32.2667,3.6333,11.52,62,0,2.57,DZ,1706655585
541,sen monorom,12.45,107.2,16.49,93,84,0.82,KH,1706655585
542,sorsk,54.0033,90.2467,-19.18,100,100,1.41,RU,1706655585
543,cadereyta,25.5833,-99.9833,21.21,43,100,3.24,MX,1706655585
544,ulladulla,-35.35,150.4667,22.09,91,99,3.35,AU,1706655585
545,degerfors,59.238,14.4308,3.27,99,100,2.31,SE,1706655585
546,viljandi,58.3639,25.59,-0.72,91,100,2.38,EE,1706655559
547,nanlong,31.3533,106.0631,8.08,69,100,0.97,CN,1706655586
548,benidorm,38.5382,-0.131,14.51,79,100,3.94,ES,1706655586
549,burang,30.25,81.1667,-12.6,75,16,1.75,CN,1706655586
550,karratha,-20.7377,116.8463,26.9,75,78,2.76,AU,1706655586
551,seaside,36.6111,-121.8516,17.69,84,0,5.81,US,1706655398
552,lazaro cardenas,17.9583,-102.2,27.47,63,100,2.55,MX,1706655391
553,ciudad lazaro cardenas,17.9583,-102.2,27.47,63,100,2.55,MX,1706655586
554,sarandi grande,-33.7333,-56.3333,28.06,30,20,6.32,UY,1706655586
555,magdagachi,53.45,125.8,-30.04,96,62,1.4,RU,1706655587
556,sargatskoye,55.6101,73.4972,-19.1,99,90,2.71,RU,1706655587
557,todos santos,23.45,-110.2167,26.28,67,100,2.44,MX,1706655587
558,nadym,65.5333,72.5167,-20.99,95,33,7.26,RU,1706655587
559,ilha de mocambique,-15.0342,40.7358,26.18,80,100,2.89,MZ,1706655587
560,isangel,-19.55,169.2667,28.28,66,46,1.13,VU,1706655587
